regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи проведением публичного обсуждения проекта акта
105406;[o_19_2_1]
105406;[o_19_2_2]
105408;29.06.2020
105408;17.07.2020
105410;[o_19_2_1]
105410;[o_19_2_2]
105412;[o_19_2_1]
105412;[o_19_2_2]
105430;[o_19_2_1]
105430;[o_19_2_2]
105432;[o_19_2_1]
105432;[o_19_2_2]
105437;29.06.2020
105437;17.07.2020
105447;-
105447;-
105448;[o_13_2_1]
105448;[o_13_2_2]
105451;-
105451;-
105456;[o_19_2_1]
105456;[o_19_2_2]
105458;29.06.2020
105458;20.07.2020
105462;[o_19_2_1]
105462;[o_19_2_2]
105474;[o_19_2_1]
105474;[o_19_2_2]
105479;[o_19_2_1]
105479;[o_19_2_2]
105480;[o_19_2_1]
105480;[o_19_2_2]
105484;[o_19_2_1]
105484;[o_19_2_2]
105485;[o_19_2_1]
105485;[o_19_2_2]
105486;[o_19_2_1]
105486;[o_19_2_2]
105497;[o_19_2_1]
105497;[o_19_2_2]
105502;[o_19_2_1]
105502;[o_19_2_2]
105504;[o_19_2_1]
105504;[o_19_2_2]
105506;[o_ | 20 | _2_1]
105506;[o_ | 20 | _2_2]
105507;30.06.2020
105507;21.07.2020
105510;[o_19_2_1]
105510;[o_19_2_2]
105517;-
105517;-
105526;[o_19_2_1]
105526;[o_19_2_2]
105535;[o_19_2_1]
105535;[o_19_2_2]
105537;[o_ | 20 | _2_1]
105537;[o_ | 20 | _2_2]
105545;[o_13_2_1]
105545;[o_13_2_2]
105547;[o_19_2_1]
105547;[o_19_2_2]
105552;[o_19_2_1]
105552;[o_19_2_2]
105565;[o_ | 20 | _2_1]
105565;[o_ | 20 | _2_2]
105572;[o_13_2_1]
105572;[o_13_2_2]
105575;[o_19_2_1]
105575;[o_19_2_2]
105578;[o_13_2_1]
105578;[o_13_2_2]
105593;[o_19_2_1]
105593;[o_19_2_2]
105595;[o_13_2_1]
105595;[o_13_2_2]
105597;[o_19_2_1]
105597;[o_19_2_2]
105600;-
105600;-
105601;[o_19_2_1]
105601;[o_19_2_2]
105602;[o_ | 20 | _2_1]
105602;[o_ | 20 | _2_2]
105606;[o_19_2_1]
105606;[o_19_2_2]
105608;[o_19_2_1]
105608;[o_19_2_2]
105621;03.07.2020
105621;16.07.2020
105624;[o_19_2_1]
105624;[o_19_2_2]
105632;Информация уточняется
105632;Информация уточняется
105639;[o_19_2_1]
105639;[o_19_2_2]
105643;[o_13_2_1]
105643;[o_13_2_2]
105646;[o_ | 20 | _2_1]
105646;[o_ | 20 | _2_2]
105661;[o_19_2_1]
105661;[o_19_2_2]
105662;[o_ | 20 | _2_1]
105662;[o_ | 20 | _2_2]
105664;[o_ | 20 | _2_1]
105664;[o_ | 20 | _2_2]
105666;[o_19_2_1]
105666;[o_19_2_2]
105674;[o_19_2_1]
105674;[o_19_2_2]
105685;[o_19_2_1]
105685;[o_19_2_2]
105692;[o_19_2_1]
105692;[o_19_2_2]
105693;[o_13_2_1]
105693;[o_13_2_2]
105695;[o_13_2_1]
105695;[o_13_2_2]
105709;[o_19_2_1]
105709;[o_19_2_2]
105715;[o_19_2_1]
105715;[o_19_2_2]
105717;[o_19_2_1]
105717;[o_19_2_2]
105719;[o_19_2_1]
105719;[o_19_2_2]
105732;08 июля 2020 г.
105732;04 августа 2020 г.
105737;[o_19_2_1]
105737;[o_19_2_2]
105746;[o_13_2_1]
105746;[o_13_2_2]
105749;[o_19_2_1]
105749;[o_19_2_2]
105763;09.07.2020
105763;[o_19_2_2]
105779;[o_13_2_1]
105779;[o_13_2_2]
105812;[o_19_2_1]
105812;[o_19_2_2]
105823;10 июля 2020
105823;24 июля 2020
105827;[o_19_2_1]
105827;[o_19_2_2]
105828;[o_19_2_1]
105828;[o_19_2_2]
105830;10 июля 2020 г.
105830;23 июля 2020 г.
105831;[o_13_2_1]
105831;[o_13_2_2]
105837;-
105837;-
105848;[o_19_2_1]
105848;[o_19_2_2]
105865;[o_ | 20 | _2_1]
105865;[o_ | 20 | _2_2]
105866;[o_ | 20 | _2_1]
105866;[o_ | 20 | _2_2]
105879;[o_19_2_1]
105879;[o_19_2_2]
105886;[o_19_2_1]
105886;[o_19_2_2]
105889;[o_19_2_1]
105889;[o_19_2_2]
105920;22.09.2020
105920;06.10.2020
105922;[o_ | 20 | _2_1]
105922;[o_ | 20 | _2_2]
105929;[o_19_2_1]
105929;[o_19_2_2]
105933;[o_19_2_1]
105933;[o_19_2_2]
105938;[o_13_2_1]
105938;[o_13_2_2]
105939;[o_19_2_1]
105939;[o_19_2_2]
105947; 
105947; 
105950;[o_13_2_1]
105950;[o_13_2_2]
105952;[o_ | 20 | _2_1]
105952;[o_ | 20 | _2_2]
105960;[o_19_2_1]
105960;[o_19_2_2]
105966;[o_ | 20 | _2_1]
105966;[o_ | 20 | _2_2]
105975;[o_13_2_1]
105975;[o_13_2_2]
105980;[o_19_2_1]
105980;[o_19_2_2]
105985;[o_19_2_1]
105985;[o_19_2_2]
105995;[o_19_2_1]
105995;[o_19_2_2]
105999;-
105999;-
106009;-
106009;-
106010;15.07.2020 г.
106010;05.08.2020 г.
106011;[o_19_2_1]
106011;[o_19_2_2]
106012;-
106012;-
106013;15.07.2020
106013;информация уточняется
106021;15.07.2020
106021;05.08.2020
106024;22.06.2020
106024;07.06.2020
106036;-
106036;-
106039;[o_13_2_1]
106039;[o_13_2_2]
106043;-
106043;-
106044;[o_13_2_1]
106044;[o_13_2_2]
106045;[o_19_2_1]
106045;[o_19_2_2]
106046;[o_19_2_1]
106046;[o_19_2_2]
106047;[o_13_2_1]
106047;[o_13_2_2]
106050;[o_19_2_1]
106050;[o_19_2_2]
106053;-
106053;-
106056;16.07.2020
106056;05.08.2020
106058;-
106058;-
106060;[o_19_2_1]
106060;[o_19_2_2]
106062;16.07.2020
106062;05.08.2020
106065;[o_19_2_1]
106065;[o_19_2_2]
106066;[o_19_2_1]
106066;[o_19_2_2]
106070;[o_19_2_1]
106070;[o_19_2_2]
106071;[o_19_2_1]
106071;[o_19_2_2]
106072;[o_19_2_1]
106072;[o_19_2_2]
106074;[o_19_2_1]
106074;[o_19_2_2]
106076;[o_19_2_1]
106076;[o_19_2_2]
106077;[o_19_2_1]
106077;[o_19_2_2]
106080;-
106080;-
106082;[o_19_2_1]
106082;[o_19_2_2]
106083;-
106083;-
106093;-
106093;-
106107;[o_19_2_1]
106107;[o_19_2_2]
106108;20.07.2020
106108;-
106114;[o_19_2_1]
106114;[o_19_2_2]
106116;[o_19_2_1]
106116;[o_19_2_2]
106120;[o_19_2_1]
106120;[o_19_2_2]
106123;20.07.2020
106123;-
106124;20.07.2020
106124;07.08.2020
106132;-
106132;-
106140;-
106140;-
106143;[o_13_2_1]
106143;[o_13_2_2]
106149;20.07.2020
106149;31.07.2020
106152;21.07.2020
106152;10.08.2020
106155;[o_ | 20 | _2_1]
106155;[o_ | 20 | _2_2]
106156;[o_19_2_1]
106156;[o_19_2_2]
106160;[o_13_2_1]
106160;[o_13_2_2]
106161;[o_19_2_1]
106161;[o_19_2_2]
106164;[o_13_2_1]
106164;[o_13_2_2]
106167;[o_19_2_1]
106167;[o_19_2_2]
106174;[o_19_2_1]
106174;[o_19_2_2]
106177;-
106177;-
106180;[o_19_2_1]
106180;[o_19_2_2]
106182;-
106182;-
106183;[o_13_2_1]
106183;[o_13_2_2]
106184;[o_19_2_1]
106184;[o_19_2_2]
106185;-
106185;-
106186;[o_ | 20 | _2_1]
106186;[o_ | 20 | _2_2]
106189;-
106189;-
106191;[o_19_2_1]
106191;[o_19_2_2]
106194;[o_19_2_1]
106194;[o_19_2_2]
106202;21 августа 2019 г.
106202;20 сентября 2019 г..
106204;[o_19_2_1]
106204;[o_19_2_2]
106208;[o_ | 20 | _2_1]
106208;[o_ | 20 | _2_2]
106214;[o_13_2_1]
106214;[o_13_2_2]
106218;22.06.2020
106218;07.06.2020
106223;[o_19_2_1]
106223;[o_19_2_2]
106224;[o_19_2_1]
106224;[o_19_2_2]
106233;[o_19_2_1]
106233;[o_19_2_2]
106235;-
106235;-
106237;-
106237;-
106242;[o_13_2_1]
106242;[o_13_2_2]
106243;[o_19_2_1]
106243;[o_19_2_2]
106244;[o_19_2_1]
106244;[o_19_2_2]
106245;[o_13_2_1]
106245;[o_13_2_2]
106257;[o_19_2_1]
106257;[o_19_2_2]
106265;22.07.2020
106265;05.08.2020
106279;[o_13_2_1]
106279;[o_13_2_2]
106282;[o_19_2_1]
106282;[o_19_2_2]
106285;[o_13_2_1]
106285;[o_13_2_2]
106288;[o_19_2_1]
106288;[o_19_2_2]
106292;-
106292;-
106295;[o_ | 20 | _2_1]
106295;[o_ | 20 | _2_2]
106303;[o_19_2_1]
106303;[o_19_2_2]
106305;[o_19_2_1]
106305;[o_19_2_2]
106312;-
106312;-
106322;[o_ | 20 | _2_1]
106322;[o_ | 20 | _2_2]
106326;[o_13_2_1]
106326;[o_13_2_2]
106328;[o_19_2_1]
106328;[o_19_2_2]
106332;24.07.2020
106332;06.08.2020
106335;[o_13_2_1]
106335;[o_13_2_2]
106343;-
106343;-
106345;[o_ | 20 | _2_1]
106345;[o_ | 20 | _2_2]
106346;[o_ | 20 | _2_1]
106346;[o_ | 20 | _2_2]
106356;[o_19_2_1]
106356;[o_19_2_2]
106359;[o_13_2_1]
106359;[o_13_2_2]
106361;-
106361;-
106363;[o_ | 20 | _2_1]
106363;[o_ | 20 | _2_2]
106368;[o_13_2_1]
106368;[o_13_2_2]
106369;[o_ | 20 | _2_1]
106369;[o_ | 20 | _2_2]
106372;[o_ | 20 | _2_1]
106372;[o_ | 20 | _2_2]
106380;27 июля 2020 г.
106380;14 августа 2020
106382;[o_19_2_1]
106382;[o_19_2_2]
106397;27.07.2020
106397;21.08.2020
106400;[o_19_2_1]
106400;[o_19_2_2]
106407;[o_19_2_1]
106407;[o_19_2_2]
106408;[o_19_2_1]
106408;[o_19_2_2]
106409;[o_19_2_1]
106409;[o_19_2_2]
106413;[o_19_2_1]
106413;[o_19_2_2]
106436;27.07.2020
106436;21.08.2020
106459;[o_13_2_1]
106459;[o_13_2_2]
106471;[o_19_2_1]
106471;[o_19_2_2]
106473;[o_13_2_1]
106473;[o_13_2_2]
106476;[o_19_2_1]
106476;[o_19_2_2]
106477;[o_19_2_1]
106477;[o_19_2_2]
106481;[o_19_2_1]
106481;[o_19_2_2]
106484;[o_19_2_1]
106484;[o_19_2_2]
106488;[o_ | 20 | _2_1]
106488;[o_ | 20 | _2_2]
106491;[o_ | 20 | _2_1]
106491;[o_ | 20 | _2_2]
106507;[o_19_2_1]
106507;[o_19_2_2]
106519;[o_19_2_1]
106519;[o_19_2_2]
106522;[o_19_2_1]
106522;[o_19_2_2]
106533;[o_19_2_1]
106533;[o_19_2_2]
106537;[o_19_2_1]
106537;[o_19_2_2]
106556;30 июля 2020 г.
106556;26 августа 2020 г.
106574;[o_13_2_1]
106574;[o_13_2_2]
106577;[o_19_2_1]
106577;[o_19_2_2]
106586;[o_19_2_1]
106586;[o_19_2_2]
106587;26.08.2020
106587;22.09.2020
106596;[o_19_2_1]
106596;[o_19_2_2]
106600;[o_19_2_1]
106600;[o_19_2_2]
106624;[o_19_2_1]
106624;[o_19_2_2]
106628;31.07.2020
106628;28.08.2020
106632;[o_19_2_1]
106632;[o_19_2_2]
106642;[o_19_2_1]
106642;[o_19_2_2]
106645;[o_19_2_1]
106645;[o_19_2_2]
106647;дополнить по завершении публичного обсуждения Проекта приказа
106647;дополнить по завершении публичного обсуждения Проекта приказа
106661;[o_ | 20 | _2_1]
106661;[o_ | 20 | _2_2]
106670;[o_19_2_1]
106670;[o_19_2_2]
106684;[o_13_2_1]
106684;[o_13_2_2]
106688;[o_13_2_1]
106688;[o_13_2_2]
106689;09.03.2021
106689;17.03.2021
106691;[o_13_2_1]
106691;[o_13_2_2]
106692;[o_13_2_1]
106692;[o_13_2_2]
106693;[o_13_2_1]
106693;[o_13_2_2]
106694;[o_13_2_1]
106694;[o_13_2_2]
106695;17.03.2021
106695;30.03.2021
106696;[o_13_2_1]
106696;[o_13_2_2]
106713;[o_19_2_1]
106713;[o_19_2_2]
106718;[o_19_2_1]
106718;[o_19_2_2]
106721;[o_13_2_1]
106721;[o_13_2_2]
106725;[o_ | 20 | _2_1]
106725;[o_ | 20 | _2_2]
106729;[o_19_2_1]
106729;[o_19_2_2]
106731;[o_13_2_1]
106731;[o_13_2_2]
106747;[o_13_2_1]
106747;[o_13_2_2]
106764;[o_13_2_1]
106764;[o_13_2_2]
106765;[o_19_2_1]
106765;[o_19_2_2]
106766;04.08.2020
106766;14.08.2020
106777; 
106777; 
106783;[o_19_2_1]
106783;[o_19_2_2]
106790;04.08.2020
106790;24.08.2020
106792;[o_19_2_1]
106792;[o_19_2_2]
106793;04.08.2020
106793;"24.08.2020
"
106799;[o_19_2_1]
106799;[o_19_2_2]
106803;[o_19_2_1]
106803;[o_19_2_2]
106806;[o_19_2_1]
106806;[o_19_2_2]
106816;[o_19_2_1]
106816;[o_19_2_2]
106817;[o_13_2_1]
106817;[o_13_2_2]
106836;05.08.2020
106836;25.08.2020
106842;[o_ | 20 | _2_1]
106842;[o_ | 20 | _2_2]
106843;[o_13_2_1]
106843;[o_13_2_2]
106845;[o_19_2_1]
106845;[o_19_2_2]
106849;[o_13_2_1]
106849;[o_13_2_2]
106853;[o_19_2_1]
106853;[o_19_2_2]
106864;05.08.2020
106864;25.08.2020
106867;[o_19_2_1]
106867;[o_19_2_2]
106872;[o_19_2_1]
106872;[o_19_2_2]
106889;[o_19_2_1]
106889;[o_19_2_2]
106891;[o_19_2_1]
106891;[o_19_2_2]
106892;[o_13_2_1]
106892;[o_13_2_2]
106905;[o_19_2_1]
106905;[o_19_2_2]
106906;[o_19_2_1]
106906;[o_19_2_2]
106910;[o_19_2_1]
106910;[o_19_2_2]
106913;07.08.2020
106913;27.08.2020
106915;[o_19_2_1]
106915;[o_19_2_2]
106925;[o_13_2_1]
106925;[o_13_2_2]
106927;[o_13_2_1]
106927;[o_13_2_2]
106928;07 августа 2020 г.
106928;03 сентября 2020 г.
106929;07.08.2020
106929;17.08.2020
106944;-
106944;-
106950;[o_19_2_1]
106950;[o_19_2_2]
107044;[o_19_2_1]
107044;[o_19_2_2]
107051;[o_13_2_1]
107051;[o_13_2_2]
107060;-
107060;-
107065;[o_19_2_1]
107065;[o_19_2_2]
107069;-
107069;-
107075;[o_13_2_1]
107075;[o_13_2_2]
107078;[o_19_2_1]
107078;[o_19_2_2]
107084;[o_19_2_1]
107084;[o_19_2_2]
107094;[o_ | 20 | _2_1]
107094;[o_ | 20 | _2_2]
107095;[o_19_2_1]
107095;[o_19_2_2]
107105;21.10.2019
107105;27.04.2020
107106;-
107106;-
107109;11.08.2020
107109;26.08.2020
107110;11.08.2020
107110;31.08.2020
107111;[o_19_2_1]
107111;[o_19_2_2]
107126;[o_19_2_1]
107126;[o_19_2_2]
107128;11.08.2020
107128;26.08.2020
107132;12.08.2020
107132;Информация уточняется
107133;12 августа 2020 г.
107133;01 сентября 2020 г.
107136; 
107136; 
107162;[o_ | 20 | _2_1]
107162;[o_ | 20 | _2_2]
107163;12.08.2020
107163;04.08.2020
107165;[o_19_2_1]
107165;[o_19_2_2]
107166;[o_19_2_1]
107166;[o_19_2_2]
107181;12.08.2020
107181;01.09.2020
107202;[o_19_2_1]
107202;[o_19_2_2]
107203;[o_19_2_1]
107203;[o_19_2_2]
107205;13.08.20
107205;26.08.20
107211;-
107211;-
107219;-
107219;-
107226;[o_19_2_1]
107226;[o_19_2_2]
107259;[o_ | 20 | _2_1]
107259;[o_ | 20 | _2_2]
107261;[o_19_2_1]
107261;[o_19_2_2]
107263;[o_19_2_1]
107263;[o_19_2_2]
107264;[o_19_2_1]
107264;[o_19_2_2]
107272;[o_13_2_1]
107272;[o_13_2_2]
107274;[o_19_2_1]
107274;[o_19_2_2]
107276;[o_19_2_1]
107276;[o_19_2_2]
107280;[o_19_2_1]
107280;[o_19_2_2]
107281;[o_19_2_1]
107281;[o_19_2_2]
107301;[o_19_2_1]
107301;[o_19_2_2]
107305;[o_ | 20 | _2_1]
107305;[o_ | 20 | _2_2]
107309;[o_ | 20 | _2_1]
107309;[o_ | 20 | _2_2]
107317;[o_ | 20 | _2_1]
107317;[o_ | 20 | _2_2]
107323;[o_19_2_1]
107323;[o_19_2_2]
107326;нет
107326;нет
107328;-
107328;-
107335;[o_19_2_1]
107335;[o_19_2_2]
107345;18.08.2020
107345;08.09.2020
107350;[o_19_2_1]
107350;[o_19_2_2]
107354;18.08.20
107354;07.09.20
107355;[o_19_2_1]
107355;[o_19_2_2]
107361;18.08.2020
107361;07.09.2020
107362;[o_19_2_1]
107362;[o_19_2_2]
107368;[o_ | 20 | _2_1]
107368;[o_ | 20 | _2_2]
107375;19.08.2020
107375;08.09.2020
107381;[o_19_2_1]
107381;[o_19_2_2]
107403;20.08.2020
107403;10.09.2020
107406;[o_13_2_1]
107406;[o_13_2_2]
107407;[o_13_2_1]
107407;[o_13_2_2]
107420;-
107420;-
107423;-
107423;-
107432;[o_19_2_1]
107432;[o_19_2_2]
107438;[o_19_2_1]
107438;[o_19_2_2]
107439;[o_19_2_1]
107439;[o_19_2_2]
107444;[o_ | 20 | _2_1]
107444;[o_ | 20 | _2_2]
107445;[o_13_2_1]
107445;[o_13_2_2]
107453;21.08.2020
107453;10.09.2020
107456;21.08.2020
107456;10.09.2020
107488;-
107488;-
107498;[o_19_2_1]
107498;[o_19_2_2]
107501;[o_19_2_1]
107501;[o_19_2_2]
107521;[o_19_2_1]
107521;[o_19_2_2]
107522;[o_19_2_1]
107522;[o_19_2_2]
107532;25.08.2020
107532;14.09.2020
107541;25.08.2020
107541;03.09.2020
107548;25.08.2020
107548;14.09.2020
107549;25.08.2020
107549;[o_19_2_2]
107551;[o_19_2_1]
107551;[o_19_2_2]
107556;-
107556;-
107565; 
107565; 
107569;25.08.2020
107569;14.09.2020
107579;[o_13_2_1]
107579;[o_13_2_2]
107580; 
107580; 
107585;-
107585;-
107589;[o_19_2_1]
107589;[o_19_2_2]
107590;[o_19_2_1]
107590;[o_19_2_2]
107592;26.08.2020
107592;15.09.2020
107608;[o_19_2_1]
107608;[o_19_2_2]
107612;26.08.2020
107612;15.09.2020
107614;[o_19_2_1]
107614;[o_19_2_2]
107616;[o_ | 20 | _2_1]
107616;[o_ | 20 | _2_2]
107617;[o_19_2_1]
107617;[o_19_2_2]
107643;[o_ | 20 | _2_1]
107643;[o_ | 20 | _2_2]
107646;27.08.2020
107646;27.08.2020
107647;[o_ | 20 | _2_1]
107647;[o_ | 20 | _2_2]
107649;[o_19_2_1]
107649;[o_19_2_2]
107651;[o_ | 20 | _2_1]
107651;[o_ | 20 | _2_2]
107655;[o_19_2_1]
107655;[o_19_2_2]
107656;4 сентября 2020 г.
107656;24 сентября 2020 г.
107657;[o_19_2_1]
107657;[o_19_2_2]
107658;[o_19_2_1]
107658;[o_19_2_2]
107660;28.08.2020
107660;18.09.2020
107663;1 сентября 2020 г.
107663;14 сентября 2020 г.
107692;[o_19_2_1]
107692;[o_19_2_2]
107698;[o_19_2_1]
107698;[o_19_2_2]
107699;[o_19_2_1]
107699;[o_19_2_2]
107706;[o_19_2_1]
107706;[o_19_2_2]
107709;-
107709;-
107718;[o_19_2_1]
107718;[o_19_2_2]
107719;[o_19_2_1]
107719;[o_19_2_2]
107721;[o_19_2_1]
107721;[o_19_2_2]
107723;[o_19_2_1]
107723;[o_19_2_2]
107732;[o_19_2_1]
107732;[o_19_2_2]
107738;[o_19_2_1]
107738;[o_19_2_2]
107753;[o_19_2_1]
107753;[o_19_2_2]
107754;[o_19_2_1]
107754;[o_19_2_2]
107756;[o_19_2_1]
107756;[o_19_2_2]
107773;[o_19_2_1]
107773;[o_19_2_2]
107774;[o_19_2_1]
107774;[o_19_2_2]
107789;[o_19_2_1]
107789;[o_19_2_2]
107795;информация уточняется
107795;информация уточняется
107804;[o_ | 20 | _2_1]
107804;[o_ | 20 | _2_2]
107814;-
107814;-
107821;[o_19_2_1]
107821;[o_19_2_2]
107833;[o_ | 20 | _2_1]
107833;[o_ | 20 | _2_2]
107839;[o_13_2_1]
107839;[o_13_2_2]
107859;[o_19_2_1]
107859;[o_19_2_2]
107860;-
107860;-
107866;[o_19_2_1]
107866;[o_19_2_2]
107870;[o_19_2_1]
107870;[o_19_2_2]
107871;[o_19_2_1]
107871;[o_19_2_2]
107891;[o_19_2_1]
107891;[o_19_2_2]
107894;[o_13_2_1]
107894;[o_13_2_2]
107897;[o_19_2_1]
107897;[o_19_2_2]
107914;04.09.2020
107914;24.09.2020
107916;-
107916;-
107938;[o_13_2_1]
107938;[o_13_2_2]
108034;[o_ | 20 | _2_1]
108034;[o_ | 20 | _2_2]
108038;8.09.2020
108038;21.09.2020
108040;-
108040;-
108041;8.09.2020
108041;21.09.2020
108042;08.09.2020
108042;21.09.2020
108051;-
108051;-
108057;-
108057;-
108074;[o_19_2_1]
108074;[o_19_2_2]
108079;[o_19_2_1]
108079;[o_19_2_2]
108089;08.09.2020
108089;25.09.2020
108107;-
108107;-
108119;8 сентября 2020 г.
108119;5 октября 2020 г.
108121;[o_13_2_1]
108121;[o_13_2_2]
108126;-
108126;-
108131;[o_ | 20 | _2_1]
108131;[o_ | 20 | _2_2]
108140;13/03/2020
108140;27/03/2020
108142;[o_19_2_1]
108142;[o_19_2_2]
108143;[o_ | 20 | _2_1]
108143;[o_ | 20 | _2_2]
108150;[o_13_2_1]
108150;[o_13_2_2]
108151;-
108151;-
108153;[o_13_2_1]
108153;[o_13_2_2]
108154;[o_ | 20 | _2_1]
108154;[o_ | 20 | _2_2]
108156;[o_13_2_1]
108156;[o_13_2_2]
108171;[o_19_2_1]
108171;[o_19_2_2]
108175;Отсутствуют
108175;Отсутствуют
108176;10.09.2020
108176;23.09.2020
108177;[o_13_2_1]
108177;[o_13_2_2]
108180;[o_13_2_1]
108180;[o_13_2_2]
108181;[o_13_2_1]
108181;[o_13_2_2]
108185;[o_13_2_1]
108185;[o_13_2_2]
108186;[o_ | 20 | _2_1]
108186;[o_ | 20 | _2_2]
108194;02.09.2020
108194;16.09.2020
108201;[o_19_2_1]
108201;[o_19_2_2]
108207;[o_13_2_1]
108207;[o_13_2_2]
108208;[o_13_2_1]
108208;[o_13_2_2]
108211;[o_13_2_1]
108211;[o_13_2_2]
108225;[o_ | 20 | _2_1]
108225;[o_ | 20 | _2_2]
108258;[o_19_2_1]
108258;[o_19_2_2]
108268;-
108268;-
108272;[o_ | 20 | _2_1]
108272;[o_ | 20 | _2_2]
108273;14.09.2020
108273;02.10.2020
108288;15.09.2020
108288;28.09.2020
108290;-
108290;-
108313;[o_13_2_1]
108313;[o_13_2_2]
108322;-
108322;-
108328;[o_ | 20 | _2_1]
108328;[o_ | 20 | _2_2]
108329;[o_13_2_1]
108329;[o_13_2_2]
108331;[o_ | 20 | _2_1]
108331;[o_ | 20 | _2_2]
108334;[o_ | 20 | _2_1]
108334;[o_ | 20 | _2_2]
108336;[o_ | 20 | _2_1]
108336;[o_ | 20 | _2_2]
108358;[o_19_2_1]
108358;[o_19_2_2]
108364;[o_19_2_1]
108364;[o_19_2_2]
108365;[o_ | 20 | _2_1]
108365;[o_ | 20 | _2_2]
108382;[o_13_2_1]
108382;[o_13_2_2]
108389;-
108389;-
108391;17.09.2020
108391;01.10.2020
108395;[o_13_2_1]
108395;[o_13_2_2]
108398;[o_19_2_1]
108398;[o_19_2_2]
108399;[o_ | 20 | _2_1]
108399;[o_ | 20 | _2_2]
108400;[o_19_2_1]
108400;[o_19_2_2]
108402;[o_13_2_1]
108402;[o_13_2_2]
108422;-
108422;-
108423;[o_13_2_1]
108423;[o_13_2_2]
108424;[o_13_2_1]
108424;[o_13_2_2]
108425;-
108425;-
108426;[o_13_2_1]
108426;[o_13_2_2]
108427;-
108427;-
108430;[o_19_2_1]
108430;[o_19_2_2]
108438;[o_19_2_1]
108438;[o_19_2_2]
108444;[o_19_2_1]
108444;[o_19_2_2]
108449;[o_19_2_1]
108449;[o_19_2_2]
108457;[o_19_2_1]
108457;[o_19_2_2]
108460;[o_19_2_1]
108460;[o_19_2_2]
108466;[o_19_2_1]
108466;[o_19_2_2]
108467;[o_ | 20 | _2_1]
108467;[o_ | 20 | _2_2]
108470;-
108470;-
108481;-
108481;-
108484;-
108484;-
108486;[o_ | 20 | _2_1]
108486;[o_ | 20 | _2_2]
108487;-
108487;-
108489;[o_19_2_1]
108489;[o_19_2_2]
108490;[o_19_2_1]
108490;[o_19_2_2]
108491;[o_19_2_1]
108491;[o_19_2_2]
108496;[o_19_2_1]
108496;[o_19_2_2]
108509;[o_13_2_1]
108509;[o_13_2_2]
108511;[o_19_2_1]
108511;[o_19_2_2]
108514;12.10.2020
108514;[o_19_2_2]
108524;[o_19_2_1]
108524;[o_19_2_2]
108537;[o_13_2_1]
108537;[o_13_2_2]
108551;[o_ | 20 | _2_1]
108551;[o_ | 20 | _2_2]
108565;[o_19_2_1]
108565;[o_19_2_2]
108566;[o_13_2_1]
108566;[o_13_2_2]
108575;[o_19_2_1]
108575;[o_19_2_2]
108578;[o_19_2_1]
108578;[o_19_2_2]
108579;[o_19_2_1]
108579;[o_19_2_2]
108580;[o_19_2_1]
108580;[o_19_2_2]
108581;-
108581;-
108582;[o_19_2_1]
108582;[o_19_2_2]
108583;23.09.2020
108583;13.10.2020
108588;[o_19_2_1]
108588;[o_19_2_2]
108592;[o_19_2_1]
108592;[o_19_2_2]
108598;24.09.2020
108598;14.10.2020
108606;-
108606;-
108607;-
108607;-
108610;[o_19_2_1]
108610;[o_19_2_2]
108619;-
108619;-
108620;[o_13_2_1]
108620;[o_13_2_2]
108623;[o_13_2_1]
108623;[o_13_2_2]
108633;[o_ | 20 | _2_1]
108633;[o_ | 20 | _2_2]
108639;[o_ | 20 | _2_1]
108639;[o_ | 20 | _2_2]
108663;-
108663;-
108668;-
108668;-
108673;[o_ | 20 | _2_1]
108673;[o_ | 20 | _2_2]
108676;28.09.2020
108676;16.10.2020
108680;[o_13_2_1]
108680;[o_13_2_2]
108683;[o_ | 20 | _2_1]
108683;[o_ | 20 | _2_2]
108686;[o_13_2_1]
108686;[o_13_2_2]
108698;-
108698;-
108701;[o_19_2_1]
108701;[o_19_2_2]
108709;[o_13_2_1]
108709;[o_13_2_2]
108716;[o_ | 20 | _2_1]
108716;[o_ | 20 | _2_2]
108725;[o_13_2_1]
108725;[o_13_2_2]
108743;.
108743;.
108754;[o_19_2_1]
108754;[o_19_2_2]
108758;[o_13_2_1]
108758;[o_13_2_2]
108760;[o_ | 20 | _2_1]
108760;[o_ | 20 | _2_2]
108765;19.10.2020
108765;30.10.2020
108772;-
108772;-
108774;[o_19_2_1]
108774;[o_19_2_2]
108778;01.01.2021
108778;05.02.2021
108783;[o_19_2_1]
108783;[o_19_2_2]
108786;-
108786;-
108787;[o_ | 20 | _2_1]
108787;[o_ | 20 | _2_2]
108789;[o_ | 20 | _2_1]
108789;[o_ | 20 | _2_2]
108796;[o_19_2_1]
108796;[o_19_2_2]
108799;[o_ | 20 | _2_1]
108799;[o_ | 20 | _2_2]
108809;[o_13_2_1]
108809;[o_13_2_2]
108815;14.10.2020
108815;21.10.2020
108818;29.09.2020
108818;12.10.2020
108819;29.09.2020
108819;12.10.2020
108845;-
108845;-
108850;[o_ | 20 | _2_1]
108850;[o_ | 20 | _2_2]
108851;[o_19_2_1]
108851;[o_19_2_2]
108852;[o_ | 20 | _2_1]
108852;[o_ | 20 | _2_2]
108858;[o_13_2_1]
108858;[o_13_2_2]
108865;[o_19_2_1]
108865;[o_19_2_2]
108871;-
108871;-
108876;30.09.2020
108876;20.10.2020
